ZONE ID,TYPE,OPERATING TIMES,LATITUDE,LONGITUDE
126,COMMERCIAL AND PASSENGER,"6AM-7AM 9AM-4PM MON-FRI, 6AM-7PM SAT",-27.46976283,153.0269238
127,COMMERCIAL AND PASSENGER,"6AM-7AM 9AM-4PM MON-FRI, 5AM-7PM SAT",-27.47024681,153.0262992
128,COMMERCIAL AND PASSENGER,AT ALL TIMES,-27.47054715,153.026185
129,COMMERCIAL AND PASSENGER,"9AM-4PM MON-FRI, 7AM-7PM SAT-SUN",-27.4706694,153.0257629
130,COMMERCIAL AND PASSENGER,"9AM-4PM MON-FRI, 7AM-7PM SAT-SUN",-27.47090556,153.0254619
131,COMMERCIAL AND PASSENGER,"9AM-4PM MON-FRI, 7AM-7PM SAT-SUN",-27.47139305,153.0248406
132,COMMERCIAL AND PASSENGER,"12AM-7AM 7PM-12AM MON-FRI, 6:30AM-12AM SAT, SUN",-27.47160007,153.0245586
133,COMMERCIAL AND PASSENGER,"12AM-6AM 9AM-3PM 7PM-12AM MON-SAT, SUN",-27.47150132,153.0245003
134,PASSENGER,AT ALL TIMES,-27.47160881,153.0240943
136,PASSENGER,AT ALL TIMES,-27.47055239,153.0230555
142,COMMERCIAL AND PASSENGER,4AM-7PM DAILY,-27.46993209,153.0240489
144,COMMERCIAL AND PASSENGER,5AM-7PM DAILY,-27.4693872,153.0247339
145,COMMERCIAL AND PASSENGER,12:30AM-5:30AM SAT-SUN,-27.47005586,153.0230796
147,COMMERCIAL AND PASSENGER,"12AM-7AM 9AM-3PM 7PM-12AM MON-FRI, SAT-SUN",-27.469482,153.0238035
151,COMMERCIAL AND PASSENGER,5AM-2PM MON-FRI,-27.47024641,153.0280149
152,COMMERCIAL AND PASSENGER,5AM-2PM MON-FRI,-27.47074623,153.0273685
153,PASSENGER,AT ALL TIMES,-27.47102939,153.0270046
154,COMMERCIAL AND PASSENGER,5AM-4PM MON-FRI,-27.46999197,153.0286484
155,COMMERCIAL AND PASSENGER,"12AM-4PM 7PM-12AM MON-FRI, SAT-SUN",-27.47017047,153.0288209
156,COMMERCIAL AND PASSENGER,5AM-7PM MON-FRI,-27.47090035,153.028879
157,COMMERCIAL AND PASSENGER,5AM-7PM MON-FRI,-27.47093574,153.0286444
158,COMMERCIAL AND PASSENGER,5AM-4PM MON-FRI,-27.47101768,153.0285386
159,COMMERCIAL AND PASSENGER,5AM-4PM MON-FRI,-27.4714695,153.027958
160,COMMERCIAL AND PASSENGER,5AM-7PM MON-FRI,-27.471753,153.0275915
161,COMMERCIAL AND PASSENGER,"12AM-6AM 9AM-4PM 7PM-12AM MON-FRI, SAT-SUN",-27.47218445,153.0277972
162,COMMERCIAL AND PASSENGER,AT ALL TIMES,-27.47137829,153.026881
165,COMMERCIAL AND PASSENGER,AT ALL TIMES,-27.4712735,153.026494
166,COMMERCIAL AND PASSENGER,AT ALL TIMES,-27.47151389,153.0263924
167,COMMERCIAL AND PASSENGER,5AM-7PM MON-FRI,-27.47173251,153.0260985
168,COMMERCIAL AND PASSENGER,9AM-4PM MON-FRI,-27.4720466,153.0256988
169,COMMERCIAL AND PASSENGER,5AM-7PM MON-FRI,-27.47291663,153.0262993
170,COMMERCIAL AND PASSENGER,5AM-7PM MON-FRI,-27.47283359,153.0263967
171,COMMERCIAL AND PASSENGER,5AM-7PM MON-FRI,-27.4727395,153.026331
172,COMMERCIAL AND PASSENGER,5AM-7PM MON-FRI,-27.4722685,153.026936
173,COMMERCIAL AND PASSENGER,"12AM-7AM 10AM-2PM 7PM-12AM MON-FRI, SAT-SUN",-27.47233931,153.0270289
177,PASSENGER,AT ALL TIMES,-27.46905094,153.0227088
178,PASSENGER,"12AM-7AM 9AM-4PM 7PM-12AM MON-FRI, SAT-SUN",-27.4699545,153.022662
180,PASSENGER,AT ALL TIMES,-27.46803529,153.0229093
182,COMMERCIAL AND PASSENGER,9AM-4PM MON-FRI,-27.469169,153.0218955
183,COMMERCIAL AND PASSENGER,AT ALL TIMES,-27.46894688,153.0210947
184,COMMERCIAL AND PASSENGER,"12AM-7AM 9:30AM-3:30PM 7PM-12AM MON-FRI, SAT-SUN",-27.4675798,153.0245785
185,PASSENGER,9AM-4PM MON-FRI,-27.46733537,153.0212402
186,COMMERCIAL AND PASSENGER,7AM-4PM MON-FRI,-27.468065,153.02033
187,COMMERCIAL AND PASSENGER,AT ALL TIMES,-27.46672819,153.0200197
188,COMMERCIAL AND PASSENGER,"12AM-4PM 7PM-12AM MON-FRI, SAT-SUN",-27.46705727,153.0204409
189,COMMERCIAL AND PASSENGER,9AM-7PM MON-FRI,-27.46737731,153.0195072
190,COMMERCIAL AND PASSENGER,AT ALL TIMES,-27.46749307,153.0195557
191,PASSENGER,AT ALL TIMES,-27.46763726,153.0193712
192,PASSENGER,9AM-7PM MON-FRI,-27.4679855,153.018735
193,COMMERCIAL AND PASSENGER,AT ALL TIMES,-27.46741847,153.0179996
194,COMMERCIAL AND PASSENGER,AT ALL TIMES,-27.4672086,153.0182269
195,COMMERCIAL AND PASSENGER,AT ALL TIMES,-27.4667753,153.0187823
196,COMMERCIAL AND PASSENGER,12AM-7AM 7PM-12AM DAILY,-27.46726947,153.0170639
197,COMMERCIAL AND PASSENGER,"12AM-7AM 7PM-12AM MON-FRI, SAT-SUN",-27.46716938,153.0160117
198,COMMERCIAL AND PASSENGER,7AM-7PM MON-FRI,-27.46678961,153.0166703
199,COMMERCIAL AND PASSENGER,AT ALL TIMES,-27.46615937,153.0168567
200,COMMERCIAL AND PASSENGER,5AM-7PM MON-FRI,-27.4666656,153.0174914
202,PASSENGER,"12AM-7AM 9AM-4PM 7PM-12AM MON-FRI, SAT-SUN",-27.46682856,153.0238287
204,PASSENGER,"12AM-7AM 10AM-12AM MON-SAT, SUN",-27.46519787,153.0241679
206,PASSENGER,AT ALL TIMES,-27.46552035,153.0228522
207,COMMERCIAL AND PASSENGER,AT ALL TIMES,-27.46435884,153.0209794
208,COMMERCIAL AND PASSENGER,5AM-7PM MON-SAT,-27.46395657,153.020834
209,COMMERCIAL AND PASSENGER,5AM-7PM MON-SAT,-27.46268933,153.0211697
210,COMMERCIAL AND PASSENGER,"12AM-7AM 9AM-12AM MON-FRI, SAT-SUN",-27.46138758,153.0197477
211,COMMERCIAL AND PASSENGER,"9AM-5:30PM MON-FRI, 8AM-12PM SAT",-27.46163903,153.0204526
212,COMMERCIAL AND PASSENGER,"12AM-7AM 9AM-4PM 4PM-12AM MON-FRI, SAT-SUN",-27.46292771,153.0317558
213,PASSENGER,ALL OTHER TIMES,-27.468231,153.025199
214,PASSENGER,ALL OTHER TIMES,-27.468447,153.025107
215,PASSENGER,ALL OTHER TIMES,-27.468177,153.025464
216,PASSENGER,ALL OTHER TIMES,-27.456676,153.034365
217,PASSENGER,ALL OTHER TIMES,-27.467541,153.027862
218,PASSENGER,ALL OTHER TIMES,-27.469513,153.028772
219,PASSENGER,ALL OTHER TIMES,-27.459454,153.034649
220,COMMERCIAL AND PASSENGER,AT ALL TIMES,-27.456968,153.031903
221,COMMERCIAL AND PASSENGER,AT ALL TIMES,-27.456314,153.032633
222,PASSENGER,"7AM-9:30AM, 2:30PM-3:30PM, SCHOOL DAYS",-27.455689,153.033252
223,COMMERCIAL AND PASSENGER,"7AM-6PM, MON-FRI, 7AM-12PM, SAT",-27.455501,153.033391
224,COMMERCIAL AND PASSENGER,"8AM-5:30PM MON-FRI, 8AM-12PM SAT",-27.460326,153.031201
225,COMMERCIAL AND PASSENGER,12AM-4AM DAILY,-27.466611,153.025842
226,COMMERCIAL AND PASSENGER,12AM-4AM DAILY,-27.473652,153.026298
227,COMMERCIAL AND PASSENGER,12AM-4AM DAILY,-27.468267,153.020868
228,COMMERCIAL AND PASSENGER,AT ALL TIMES,-27.451456,153.045691
229,COMMERCIAL AND PASSENGER,AT ALL TIMES,-27.451275,153.044595
230,COMMERCIAL AND PASSENGER,5AM-7PM MON-FRI,-27.474349,153.026802
231,COMMERCIAL AND PASSENGER,9AM-4PM MON-FRI,-27.472868,153.025523
232,COMMERCIAL AND PASSENGER,AT ALL TIMES,-27.465426,153.028804
233,COMMERCIAL AND PASSENGER,ALL OTHER TIMES,-27.468844,153.021216
